,Name,Label,Location,Price,Kms_driven,Fuel_type,Owner,Year,Company
589,Hyundai Grand i10 Sportz 1.2 Kappa VTVT - 2014,PLATINUM,Bangalore,"₹4,93,499","48,834 kms ", Petrol , 2nd Owner, 2014,Hyundai
590,Hyundai Elite i20 Asta 1.4 CRDI - 2014,PLATINUM,Chennai,"₹6,05,699","74,190 kms ", Diesel , 2nd Owner, 2014,Hyundai
591,Ford EcoSport Titanium 1.5 Ti VCT AT - 2016,PLATINUM,Bangalore,"₹7,55,099","43,077 kms ", Petrol , 2nd Owner, 2016,Ford
592,Maruti Suzuki Swift VXi 1.2 ABS BS IV - 2015,GOLD,Chennai,"₹4,90,000","58,000 kms ", Petrol,, 2015,Maruti
593,Honda City 1.5 S MT - 2011,GOLD,Chennai,"₹4,50,000","99,000 kms ", Petrol,, 2011,Honda
594,Tata Indigo CS LX TDI - 2009,GOLD,Bangalore,"₹1,60,000","88,500 kms ", Diesel,, 2009,Tata
595,Chevrolet Beat LT Diesel - 2012,GOLD,Bangalore,"₹2,15,000","85,000 kms ", Diesel,, 2012,Chevrolet
596,Honda City ZX CVT - 2019,GOLD,Pune,"₹11,50,000","29,000 kms ", Petrol,, 2019,Honda
597,Maruti Suzuki Wagon R 1.0 VXi AMT - 2015,GOLD,Bangalore,"₹3,49,000","65,000 kms ", Petrol,, 2015,Maruti
598,MG Motors Hector Sharp 1.5 DCT Petrol - 2020,GOLD,Surat,"₹14,01,000","16,000 kms ", Petrol , 1st Owner, 2020,MG
599,MG Motors Hector Sharp 1.5 DCT Petrol - 2020,GOLD,Ahmedabad,"₹14,01,000","16,000 kms ", Petrol , 1st Owner, 2020,MG
600,Maruti Suzuki Eeco - 2018,PLATINUM,Bangalore,"₹4,32,699","17,981 kms ", Petrol , 2nd Owner, 2018,Maruti
601,Maruti Suzuki Eeco - 2018,PLATINUM,Chennai,"₹4,18,599","20,780 kms ", Petrol , 2nd Owner, 2018,Maruti
602,Maruti Suzuki Alto 800 Lxi - 2014,PLATINUM,Chennai,"₹2,75,799","56,719 kms ", Petrol , 2nd Owner, 2014,Maruti
603,Maruti Suzuki Wagon R 1.0 Vxi - 2015,PLATINUM,Bangalore,"₹4,56,199","31,108 kms ", Petrol , 2nd Owner, 2015,Maruti
604,Honda City - 2016,PLATINUM,Chennai,"₹7,28,499","33,611 kms ", Petrol , 2nd Owner, 2016,Honda
605,Maruti Suzuki Alto K10 - 2019,PLATINUM,Chennai,"₹4,31,599","43,700 kms ", Petrol , 2nd Owner, 2019,Maruti
606,Maruti Suzuki Ignis - 2017,PLATINUM,Pune,"₹5,33,099","49,920 kms ", Petrol , 2nd Owner, 2017,Maruti
607,Maruti Suzuki Swift Dzire VXi 1.2 BS IV - 2014,PLATINUM,Bangalore,"₹4,51,399","57,338 kms ", Petrol , 1st Owner, 2014,Maruti
608,Hyundai Venue S MT 1.2 KAPPA - 2020,PLATINUM,Bangalore,"₹8,40,699","23,096 kms ", Petrol , 1st Owner, 2020,Hyundai
609,Maruti Suzuki Swift Vxi - 2016,PLATINUM,Chennai,"₹4,86,499","48,732 kms ", Petrol , 1st Owner, 2016,Maruti
610,Honda City - 2012,PLATINUM,Pune,"₹4,50,199","67,924 kms ", Petrol , 1st Owner, 2012,Honda
611,Maruti Suzuki Wagon R 1.0 Vxi - 2014,PLATINUM,Chennai,"₹4,18,999","30,418 kms ", Petrol , 2nd Owner, 2014,Maruti
612,Honda City - 2014,PLATINUM,Chennai,"₹6,21,299","50,593 kms ", Petrol , 2nd Owner, 2014,Honda
613,Hyundai i20 Active 1.2 S - 2016,PLATINUM,Chennai,"₹5,08,399","1,36,381 kms ", Petrol , 2nd Owner, 2016,Hyundai
614,Maruti Suzuki Celerio VXi AMT - 2015,PLATINUM,Pune,"₹3,90,999","46,943 kms ", Petrol , 2nd Owner, 2015,Maruti
615,Maruti Suzuki Swift ZXI - 2017,PLATINUM,Bangalore,"₹6,75,099","36,277 kms ", Petrol , 2nd Owner, 2017,Maruti
616,BMW X5 xDrive30d Pure Experience 7 Seater - 2014,GOLD,Madurai,"₹36,00,000","1,10,000 kms ", Diesel,, 2014,BMW
617,Kia Seltos HTX Plus 1.5 Diesel - 2021,GOLD,Surat,"₹15,01,000","5,600 kms ", Diesel , 1st Owner, 2021,Kia
618,Maruti Suzuki Swift ZDI  - 2019,GOLD,Madurai,"₹8,25,000","44,000 kms ", Diesel,, 2019,Maruti
619,Maruti Suzuki Ertiga ZXI Plus - 2019,GOLD,Madurai,"₹11,00,000","40,000 kms ", Petrol,, 2019,Maruti
620,Kia Seltos HTX Plus 1.5 Diesel - 2021,GOLD,Ahmedabad,"₹15,01,000","5,600 kms ", Diesel , 1st Owner, 2021,Kia
621,Maruti Suzuki Wagon R 1.0 LXi - 2007,GOLD,Ahmedabad,"₹1,30,000","45,000 kms ", Petrol , 2nd Owner, 2007,Maruti
622,Toyota Etios GD - 2012,GOLD,Chennai,"₹3,25,000","1,50,000 kms ", Diesel,, 2012,Toyota
623,Tata Indigo CS LX TDI BS III - 2016,GOLD,Chennai,"₹2,10,000","90,000 kms ", Diesel,, 2016,Tata
624,Hyundai Xcent - 2015,PLATINUM,Chennai,"₹4,64,199","70,359 kms ", Diesel , 2nd Owner, 2015,Hyundai
625,Hyundai EON Era Plus - 2017,PLATINUM,Chennai,"₹3,43,999","42,205 kms ", Petrol , 2nd Owner, 2017,Hyundai
626,Nissan Micra - 2015,PLATINUM,Chennai,"₹4,41,499","60,539 kms ", Petrol , 2nd Owner, 2015,Nissan
627,Maruti Suzuki Dzire Vxi - 2019,PLATINUM,Bangalore,"₹6,84,999","16,533 kms ", Petrol , 2nd Owner, 2019,Maruti
628,Volkswagen Polo - 2017,PLATINUM,Pune,"₹8,15,399","26,596 kms ", Petrol , 2nd Owner, 2017,Volkswagen
629,Hyundai Grand i10 - 2016,PLATINUM,Pune,"₹4,68,999","30,912 kms ", Petrol , 2nd Owner, 2016,Hyundai
630,Hyundai Venue - 2019,PLATINUM,Bangalore,"₹11,94,799","17,951 kms ", Diesel , 2nd Owner, 2019,Hyundai
631,Volkswagen Polo - 2015,PLATINUM,Bangalore,"₹5,99,899","36,928 kms ", Petrol , 2nd Owner, 2015,Volkswagen
632,Maruti Suzuki Dzire VXI - 2018,PLATINUM,Bangalore,"₹7,10,199","22,854 kms ", Petrol , 2nd Owner, 2018,Maruti
633,Hyundai i20 - 2014,PLATINUM,Bangalore,"₹4,74,399","89,156 kms ", Petrol , 1st Owner, 2014,Hyundai
634,Maruti Suzuki Baleno - 2019,PLATINUM,Chennai,"₹7,01,399","41,999 kms ", Petrol , 2nd Owner, 2019,Maruti
635,Honda City - 2017,PLATINUM,Chennai,"₹8,34,599","66,145 kms ", Petrol , 2nd Owner, 2017,Honda
636,Maruti Suzuki Alto 800 Lxi - 2017,PLATINUM,Bangalore,"₹3,33,699","29,157 kms ", Petrol , 2nd Owner, 2017,Maruti
637,Hyundai EON Era Plus - 2017,PLATINUM,Chennai,"₹3,49,799","33,882 kms ", Petrol , 2nd Owner, 2017,Hyundai
638,Hyundai EON Era Plus - 2013,PLATINUM,Bangalore,"₹2,86,199","29,379 kms ", Petrol , 2nd Owner, 2013,Hyundai
639,Maruti Suzuki Alto Vxi - 2019,PLATINUM,Bangalore,"₹3,86,699","17,352 kms ", Petrol , 2nd Owner, 2019,Maruti
640,Toyota Fortuner 3.0 4x4 MT - 2011,GOLD,Chennai,"₹10,50,000","1,95,000 kms ", Diesel,, 2011,Toyota
641,Maruti Suzuki Swift VXi 1.2 ABS BS IV - 2020,GOLD,Chennai,"₹6,95,000","16,189 kms ", Petrol,, 2020,Maruti
642,Maruti Suzuki Swift Dzire VDi ABS - 2018,GOLD,Chennai,"₹6,95,000","41,341 kms ", Diesel,, 2018,Maruti
643,Tata Tiago Revotorq XZ - 2019,GOLD,Pune,"₹5,50,000","62,000 kms ", Diesel,, 2019,Tata
644,Maruti Suzuki Celerio ZXi Opt - 2019,GOLD,Chennai,Ask For Price,"32,000 kms ", Petrol , 1st Owner, 2019,Maruti
645,Hyundai Creta 1.6 EX CRDI - 2021,GOLD,Delhi,"₹13,00,000","19,000 kms ", Diesel , 1st Owner, 2021,Hyundai
646,Maruti Suzuki Ritz GENUS VXI - 2011,GOLD,Jaipur,"₹2,25,000","56,000 kms ", Petrol,, 2011,Maruti
647,Maruti Suzuki Wagon R VXI BS IV - 2010,GOLD,Chennai,"₹2,50,000","91,000 kms ", Petrol,, 2010,Maruti
648,Renault Triber - 2019,PLATINUM,Bangalore,"₹6,59,199","13,486 kms ", Petrol , 1st Owner, 2019,Renault
649,Hyundai Grand i10 - 2018,PLATINUM,Chennai,"₹5,72,599","33,562 kms ", Petrol , 2nd Owner, 2018,Hyundai
650,Hyundai Verna - 2018,PLATINUM,Pune,"₹11,71,199","13,691 kms ", Petrol , 2nd Owner, 2018,Hyundai
651,Hyundai Grand i10 Sportz 1.2 Kappa VTVT - 2017,PLATINUM,Bangalore,"₹5,57,199","31,980 kms ", Petrol , 2nd Owner, 2017,Hyundai
652,Hyundai Grand i10 - 2016,PLATINUM,Chennai,"₹5,31,399","69,526 kms ", Petrol , 2nd Owner, 2016,Hyundai
653,Maruti Suzuki Alto K10 VXi AMT - 2016,PLATINUM,Bangalore,"₹4,26,199","21,492 kms ", Petrol , 2nd Owner, 2016,Maruti
654,Maruti Suzuki Celerio VXi AMT - 2016,PLATINUM,Chennai,"₹4,32,999","47,425 kms ", Petrol , 1st Owner, 2016,Maruti
655,Hyundai Grand i10 Magna 1.2 Kappa VTVT - 2016,PLATINUM,Pune,"₹4,58,399","40,988 kms ", Petrol , 2nd Owner, 2016,Hyundai
656,Jeep Compass - 2018,PLATINUM,Chennai,"₹14,65,199","51,983 kms ", Diesel , 2nd Owner, 2018,Jeep
657,Maruti Suzuki Vitara Brezza VDi - 2018,PLATINUM,Pune,"₹7,83,099","69,376 kms ", Diesel , 2nd Owner, 2018,Maruti
658,Maruti Suzuki Swift Vxi - 2017,PLATINUM,Chennai,"₹5,62,399","33,094 kms ", Petrol , 2nd Owner, 2017,Maruti
659,Tata Tiago - 2017,PLATINUM,Bangalore,"₹5,29,199","26,237 kms ", Petrol , 3rd Owner, 2017,Tata
660,Honda Brio - 2015,PLATINUM,Bangalore,"₹4,47,199","42,415 kms ", Petrol , 1st Owner, 2015,Honda
661,Hyundai Creta - 2016,PLATINUM,Pune,"₹9,44,099","1,12,308 kms ", Diesel , 2nd Owner, 2016,Hyundai
662,Maruti Suzuki Celerio ZXI - 2017,PLATINUM,Bangalore,"₹4,52,099","61,427 kms ", Petrol , 1st Owner, 2017,Maruti
663,MG Motors Hector Sharp 2.0 Diesel - 2019,PLATINUM,Bangalore,"₹19,17,599","10,205 kms ", Diesel , 2nd Owner, 2019,MG
664,Maruti Suzuki Alto LXi BS III - 2011,GOLD,Chennai,"₹1,79,000","67,000 kms ", Petrol,, 2011,Maruti
665,Toyota Innova 2.5 V 7 STR - 2010,GOLD,Chennai,"₹7,75,000","1,60,000 kms ", Diesel,, 2010,Toyota
666,Maruti Suzuki Ertiga - 2013,GOLD,Kolkata,"₹4,25,000","53,000 kms ", Diesel,, 2013,Maruti
667,Maruti Suzuki Swift 2017 - 2017,GOLD,Hyderabad,"₹5,50,000","59,888 kms ", Petrol,, 2017,Maruti
668,Maruti Suzuki Ciaz ALPHA 1.5 AT VTVT SHVS - 2018,GOLD,Hyderabad,"₹7,95,000","58,492 kms ", Petrol , 1st Owner, 2018,Maruti
669,Honda City 1.5 V MT - 2011,GOLD,Kolkata,"₹3,50,888","45,000 kms ", Petrol , 1st Owner, 2011,Honda
670,Maruti Suzuki Swift VDi - 2012,GOLD,Kolkata,"₹2,75,000","48,000 kms ", Diesel,, 2012,Maruti
671,Tata Nexon XZ Plus - 2018,GOLD,Chennai,"₹8,90,000","34,000 kms ", Petrol,, 2018,Tata
672,Maruti Suzuki Swift VDi ABS - 2017,PLATINUM,Chennai,"₹5,80,599","75,691 kms ", Diesel , 2nd Owner, 2017,Maruti
673,Maruti Suzuki Alto 800 Lxi - 2013,PLATINUM,Chennai,"₹2,23,299","84,301 kms ", Petrol , 3rd Owner, 2013,Maruti
674,Tata Tiago - 2019,PLATINUM,Bangalore,"₹6,00,399","38,346 kms ", Petrol , 2nd Owner, 2019,Tata
675,Maruti Suzuki Alto K10 VXi Opt - 2017,PLATINUM,Chennai,"₹3,67,399","41,530 kms ", Petrol , 2nd Owner, 2017,Maruti
676,Ford Ecosport - 2017,PLATINUM,Pune,"₹7,04,099","23,049 kms ", Petrol , 2nd Owner, 2017,Ford
677,Maruti Suzuki Wagon R 1.0 Vxi - 2016,PLATINUM,Bangalore,"₹3,77,899","74,510 kms ", Petrol , 1st Owner, 2016,Maruti
678,Maruti Suzuki Wagon R 1.0 VXi - 2016,PLATINUM,Bangalore,"₹4,58,699","20,141 kms ", Petrol , 2nd Owner, 2016,Maruti
679,Ford Ecosport - 2015,PLATINUM,Chennai,"₹5,66,199","85,860 kms ", Petrol , 2nd Owner, 2015,Ford
680,Maruti Suzuki Swift Dzire ZDI AMT - 2017,PLATINUM,Pune,"₹5,94,599","63,133 kms ", Diesel , 1st Owner, 2017,Maruti
681,Maruti Suzuki Dzire Vxi - 2018,PLATINUM,Bangalore,"₹6,78,699","71,894 kms ", Petrol , 2nd Owner, 2018,Maruti
682,Renault Duster - 2017,PLATINUM,Bangalore,"₹8,83,099","95,627 kms ", Diesel , 2nd Owner, 2017,Renault
683,Ford Ecosport - 2014,PLATINUM,Pune,"₹5,78,099","75,324 kms ", Diesel , 2nd Owner, 2014,Ford
684,Maruti Suzuki Alto K10 Vxi - 2015,PLATINUM,Pune,"₹3,05,899","64,611 kms ", Petrol , 2nd Owner, 2015,Maruti
685,Maruti Suzuki Celerio ZXi AMT - 2016,PLATINUM,Bangalore,"₹4,57,399","77,128 kms ", Petrol , 3rd Owner, 2016,Maruti
686,Maruti Suzuki Alto 800 Lxi - 2016,PLATINUM,Bangalore,"₹3,16,799","36,306 kms ", Petrol , 1st Owner, 2016,Maruti
687,Hyundai i20 Asta 1.2 - 2011,PLATINUM,Bangalore,"₹3,99,999","83,803 kms ", Petrol , 1st Owner, 2011,Hyundai
688,Mahindra XUV 500 W8 - 2018,GOLD,Mumbai,"₹11,00,000","44,000 kms ", Diesel , 1st Owner, 2018,Mahindra
689,Mahindra KUV100 K4 Plus D 5 STR - 2018,GOLD,Chennai,"₹3,25,000","1,08,000 kms ", Diesel,, 2018,Mahindra
690,Hyundai i20 Era Diesel - 2018,GOLD,Chennai,"₹5,50,000","55,000 kms ", Diesel,, 2018,Hyundai
691,Honda City 1.5 V MT - 2020,GOLD,Kolkata,"₹9,90,888",700 kms , Petrol , 1st Owner, 2020,Honda
692,Mahindra Jeep CL 500 MDI - 2020,GOLD,Ahmedabad,"₹4,80,000",25 kms , Diesel,, 2020,Mahindra
693,Maruti Suzuki Gypsy King Hard Top - 2018,GOLD,Hyderabad,"₹5,00,000",258 kms , Petrol,, 2018,Maruti
694,Maruti Suzuki Swift VDi - 2011,GOLD,Chennai,"₹3,90,000","81,152 kms ", Diesel,, 2011,Maruti
695,Toyota Fortuner 3.0 AT 4X2 - 2015,GOLD,Chennai,"₹17,50,000","1,55,000 kms ", Diesel,, 2015,Toyota
696,Hyundai i20 Asta 1.2 - 2011,PLATINUM,Bangalore,"₹3,99,999","83,803 kms ", Petrol , 1st Owner, 2011,Hyundai
697,Hyundai Creta 1.6 SX Plus Petrol - 2017,PLATINUM,Chennai,"₹8,41,499","75,398 kms ", Petrol , 2nd Owner, 2017,Hyundai
698,Honda City ZX CVT - 2017,PLATINUM,Bangalore,"₹10,16,899","42,317 kms ", Petrol , 1st Owner, 2017,Honda
699,Maruti Suzuki Swift ZDI AMT - 2018,PLATINUM,Bangalore,"₹7,48,599","60,214 kms ", Diesel , 2nd Owner, 2018,Maruti
700,Maruti Suzuki Swift VDi - 2017,PLATINUM,Pune,"₹6,22,099","58,861 kms ", Diesel , 2nd Owner, 2017,Maruti
701,Volkswagen Polo - 2016,PLATINUM,Pune,"₹5,30,699","27,995 kms ", Petrol , 2nd Owner, 2016,Volkswagen
702,Maruti Suzuki Celerio VXi AMT - 2017,PLATINUM,Bangalore,"₹4,71,899","61,018 kms ", Petrol , 2nd Owner, 2017,Maruti
703,Maruti Suzuki Swift Vxi - 2015,PLATINUM,Chennai,"₹5,05,399","67,109 kms ", Petrol , 2nd Owner, 2015,Maruti
704,Maruti Suzuki Wagon R 1.0 VXi Opt - 2017,PLATINUM,Chennai,"₹4,60,299","81,811 kms ", Petrol , 2nd Owner, 2017,Maruti
705,Hyundai Verna 1.6 SX VTVT - 2017,PLATINUM,Pune,"₹6,83,999","27,357 kms ", Petrol , 1st Owner, 2017,Hyundai
706,Volkswagen Polo HIGHLINE1.2L PETROL - 2018,PLATINUM,Bangalore,"₹6,39,699","53,293 kms ", Petrol , 3rd Owner, 2018,Volkswagen
707,Maruti Suzuki Celerio - 2017,PLATINUM,Bangalore,"₹5,10,499","45,260 kms ", Petrol , 2nd Owner, 2017,Maruti
708,Hyundai Venue - 2019,PLATINUM,Pune,"₹11,85,499","3,139 kms ", Petrol , 2nd Owner, 2019,Hyundai
709,Maruti Suzuki Celerio VXi AMT - 2017,PLATINUM,Bangalore,"₹4,71,899","44,690 kms ", Petrol , 1st Owner, 2017,Maruti
710,Hyundai Santro ASTA 1.1 MT - 2019,PLATINUM,Bangalore,"₹5,79,899","13,858 kms ", Petrol , 1st Owner, 2019,Hyundai
711,Maruti Suzuki Alto 800 Lxi - 2017,PLATINUM,Bangalore,"₹3,33,699","25,256 kms ", Petrol , 2nd Owner, 2017,Maruti
712,Hyundai i20 Magna 1.4 CRDI - 2012,GOLD,Bangalore,"₹3,85,000","94,000 kms ", Diesel,, 2012,Hyundai
713,Maruti Suzuki Ciaz VDI SHVS - 2016,GOLD,Delhi,"₹5,90,000","44,100 kms ", Hybrid , 1st Owner, 2016,Maruti
714,Honda Amaze 1.2 S i VTEC - 2016,GOLD,Kolkata,"₹3,75,888","47,000 kms ", Petrol , 1st Owner, 2016,Honda
715,Hyundai Santa Fe 4 WD AT - 2012,GOLD,Mumbai,"₹7,75,000","1,26,000 kms ", Diesel,, 2012,Hyundai
716,Mahindra XUV 500 W8 - 2015,GOLD,Kolkata,"₹7,78,888","46,000 kms ", Diesel , 1st Owner, 2015,Mahindra
717,Audi Q5 2.0 TDI quattro Premium Plus - 2014,GOLD,Mumbai,"₹18,50,000","75,000 kms ", Diesel,, 2014,Audi
718,Mercedes Benz GLE Coupe 450 AMG - 2019,GOLD,Mumbai,"₹75,00,000","35,000 kms ", Petrol,, 2019,Mercedes
719,Volvo XC60 D3 Kinetic - 2012,GOLD,Mumbai,"₹17,50,000","86,000 kms ", Diesel , 2nd Owner, 2012,Volvo
720,Volkswagen Polo COMFORTLINE 1.2L PETROL - 2017,PLATINUM,Bangalore,"₹5,82,899","15,227 kms ", Petrol , 1st Owner, 2017,Volkswagen
721,Volkswagen Polo - 2014,PLATINUM,Chennai,"₹4,14,099","87,375 kms ", Diesel , 1st Owner, 2014,Volkswagen
722,Maruti Suzuki Eeco - 2020,PLATINUM,Chennai,"₹5,16,599","7,679 kms ", Petrol , 2nd Owner, 2020,Maruti
723,Maruti Suzuki Alto K10 VXi - 2016,PLATINUM,Bangalore,"₹3,66,299","48,378 kms ", Petrol , 1st Owner, 2016,Maruti
724,Maruti Suzuki Wagon R 1.0 Vxi - 2014,PLATINUM,Chennai,"₹3,75,899","54,645 kms ", Petrol , 1st Owner, 2014,Maruti
725,Maruti Suzuki Eeco - 2019,PLATINUM,Chennai,"₹4,93,899","7,211 kms ", Petrol , 1st Owner, 2019,Maruti
726,Datsun Redi GO - 2017,PLATINUM,Bangalore,"₹3,11,399","37,217 kms ", Petrol , 2nd Owner, 2017,Datsun
727,Maruti Suzuki Eeco 5 STR WITH AC PLUSHTR - 2019,PLATINUM,Chennai,"₹4,93,899","32,372 kms ", Petrol , 1st Owner, 2019,Maruti
728,Maruti Suzuki Wagon R 1.0 Vxi - 2018,PLATINUM,Chennai,"₹5,01,999","37,947 kms ", Petrol , 2nd Owner, 2018,Maruti
729,Hyundai Grand i10 Sportz 1.2 Kappa VTVT - 2014,PLATINUM,Pune,"₹4,09,399","51,886 kms ", Petrol , 2nd Owner, 2014,Hyundai
730,Toyota Innova Crysta 2.4 VX 8 STR - 2018,PLATINUM,Pune,"₹17,37,899","43,187 kms ", Diesel , 2nd Owner, 2018,Toyota
731,Hyundai i20 Active 1.4 SX - 2015,PLATINUM,Pune,"₹5,83,999","33,616 kms ", Diesel , 1st Owner, 2015,Hyundai
732,Volkswagen Vento - 2015,PLATINUM,Chennai,"₹6,54,299","91,087 kms ", Diesel , 1st Owner, 2015,Volkswagen
733,Ford Ecosport - 2018,PLATINUM,Bangalore,"₹9,86,699","26,372 kms ", Petrol , 2nd Owner, 2018,Ford
734,Maruti Suzuki Celerio VXi - 2014,PLATINUM,Bangalore,"₹4,14,199","58,762 kms ", Petrol , 1st Owner, 2014,Maruti
735,Hyundai Elite i20 Asta 1.4 CRDI - 2016,PLATINUM,Chennai,"₹5,88,099","1,01,920 kms ", Diesel , 2nd Owner, 2016,Hyundai
736,Maruti Suzuki Swift VXi 1.2 BS IV - 2014,GOLD,Jaipur,"₹4,90,000","44,000 kms ", Petrol,, 2014,Maruti
737,Mahindra Scorpio 2.6 SLX - 2007,GOLD,Jaipur,"₹2,25,000","85,000 kms ", Diesel,, 2007,Mahindra
738,Maruti Suzuki Vitara Brezza VDI OPT - 2017,GOLD,Jaipur,"₹7,75,000","64,000 kms ", Diesel,, 2017,Maruti
739,Kia Sonet - 2021,GOLD,Jaipur,"₹10,50,000","13,000 kms ", Diesel,, 2021,Kia
740,Honda Amaze 1.5 SMT I DTEC - 2015,GOLD,Jaipur,"₹4,25,000","76,000 kms ", Diesel,, 2015,Honda
741,Maruti Suzuki Alto K10 VXi AMT - 2015,GOLD,Jaipur,"₹2,75,000","45,000 kms ", Petrol,, 2015,Maruti
742,Tata Nexon XZ Plus Diesel Dual Tone - 2019,GOLD,Jaipur,"₹8,75,000","63,088 kms ", Diesel,, 2019,Tata
743,Maruti Suzuki Alto 800 Lxi - 2013,GOLD,Chennai,"₹2,50,000","54,123 kms ", Petrol,, 2013,Maruti
744,Hyundai i20 Active 1.2 S - 2015,PLATINUM,Pune,"₹5,67,399","35,140 kms ", Petrol , 2nd Owner, 2015,Hyundai
745,Maruti Suzuki Ciaz - 2018,PLATINUM,Pune,"₹8,05,099","50,842 kms ", Diesel , 2nd Owner, 2018,Maruti
746,Honda Amaze - 2015,PLATINUM,Pune,"₹4,92,199","43,412 kms ", Petrol , 1st Owner, 2015,Honda
747,Honda Jazz - 2016,PLATINUM,Pune,"₹4,95,799","46,201 kms ", Petrol , 1st Owner, 2016,Honda
748,Maruti Suzuki S Cross - 2017,PLATINUM,Bangalore,"₹11,13,599","63,626 kms ", Diesel , 2nd Owner, 2017,Maruti
749,Maruti Suzuki Alto 800 Lxi - 2016,PLATINUM,Chennai,"₹2,99,999","18,251 kms ", Petrol , 1st Owner, 2016,Maruti
750,Maruti Suzuki Baleno - 2016,PLATINUM,Chennai,"₹5,92,099","41,019 kms ", Petrol , 2nd Owner, 2016,Maruti
751,Renault Kwid RXT - 2015,PLATINUM,Chennai,"₹3,22,299","46,463 kms ", Petrol , 1st Owner, 2015,Renault
752,Renault Kwid - 2017,PLATINUM,Bangalore,"₹4,81,999","20,110 kms ", Petrol , 2nd Owner, 2017,Renault
753,Hyundai Grand i10 Sportz 1.2 Kappa VTVT - 2016,PLATINUM,Pune,"₹5,34,599","17,364 kms ", Petrol , 2nd Owner, 2016,Hyundai
754,MG Motors Hector - 2020,PLATINUM,Bangalore,"₹16,81,899","6,760 kms ", Petrol , 2nd Owner, 2020,MG
755,Maruti Suzuki Celerio Vxi - 2016,PLATINUM,Bangalore,"₹4,29,599","35,109 kms ", Petrol , 2nd Owner, 2016,Maruti
756,Honda Amaze - 2018,PLATINUM,Chennai,"₹7,23,799","44,266 kms ", Petrol , 2nd Owner, 2018,Honda
757,Volkswagen Polo - 2017,PLATINUM,Chennai,"₹5,63,299","39,156 kms ", Petrol , 2nd Owner, 2017,Volkswagen
758,Maruti Suzuki Alto K10 Vxi - 2011,PLATINUM,Pune,"₹2,14,199","57,993 kms ", Petrol , 3rd Owner, 2011,Maruti
759,Maruti Suzuki Alto K10 VXi - 2015,PLATINUM,Bangalore,"₹3,19,399","51,573 kms ", Petrol , 2nd Owner, 2015,Maruti
760,Fiat Punto Emotion 1.2 - 2011,GOLD,Pune,"₹1,80,000","88,000 kms ", Petrol,, 2011,Fiat
761,Hyundai i20 Sportz 1.2 - 2014,GOLD,Pune,"₹4,15,000","67,000 kms ", Petrol,, 2014,Hyundai
762,Maruti Suzuki Swift VDi - 2011,GOLD,Pune,"₹3,50,000","73,000 kms ", Diesel,, 2011,Maruti
763,Hyundai Elite i20 Magna 1.4 AT - 2015,GOLD,Kolkata,"₹4,30,000","39,000 kms ", Petrol,, 2015,Hyundai
764,Mahindra XUV 500 W6 - 2012,GOLD,Thane,"₹4,50,000","87,500 kms ", Diesel,, 2012,Mahindra
765,Honda Accord 2.4 MT - 2006,GOLD,Bhubaneswar,"₹3,25,000","86,000 kms ", Petrol,, 2006,Honda
766,Hyundai Grand i10 1.2 ASTA O AT - 2017,GOLD,Bangalore,"₹5,65,000","19,900 kms ", Petrol,, 2017,Hyundai
767,Nissan Terrano XV D THP Premium 110 PS - 2013,GOLD,Madurai,"₹8,80,000","22,000 kms ", Diesel,, 2013,Nissan
768,Maruti Suzuki Vitara Brezza ZDi - 2016,PLATINUM,Bangalore,"₹8,10,399","78,329 kms ", Diesel , 2nd Owner, 2016,Maruti
769,Maruti Suzuki Ertiga VDI SHVS - 2016,PLATINUM,Chennai,"₹7,88,999","61,977 kms ", Diesel , 1st Owner, 2016,Maruti
770,Mahindra KUV100 K6 D 6 STR - 2016,PLATINUM,Bangalore,"₹5,08,799","58,640 kms ", Diesel , 1st Owner, 2016,Mahindra
771,Renault Kwid - 2018,PLATINUM,Bangalore,"₹4,57,099","40,650 kms ", Petrol , 1st Owner, 2018,Renault
772,Volkswagen Polo - 2019,PLATINUM,Bangalore,"₹6,12,899","19,121 kms ", Petrol , 2nd Owner, 2019,Volkswagen
773,Ford Ecosport - 2016,PLATINUM,Chennai,"₹6,84,099","85,893 kms ", Diesel , 2nd Owner, 2016,Ford
774,Renault Triber - 2019,PLATINUM,Chennai,"₹7,16,699","9,874 kms ", Petrol , 2nd Owner, 2019,Renault
775,Hyundai Grand i10 - 2016,PLATINUM,Bangalore,"₹5,01,599","25,202 kms ", Petrol , 1st Owner, 2016,Hyundai
776,Hyundai Grand i10 - 2016,PLATINUM,Chennai,"₹5,09,699","95,999 kms ", Petrol , 2nd Owner, 2016,Hyundai
777,Maruti Suzuki Alto K10 Vxi - 2014,PLATINUM,Bangalore,"₹3,37,799","49,074 kms ", Petrol , 2nd Owner, 2014,Maruti
778,Hyundai Verna 1.6 SX VTVT - 2017,PLATINUM,Pune,"₹8,52,399","52,439 kms ", Petrol , 2nd Owner, 2017,Hyundai
779,Mahindra XUV 500 - 2020,PLATINUM,Bangalore,"₹17,84,699","10,813 kms ", Diesel , 1st Owner, 2020,Mahindra
780,Hyundai Creta - 2016,PLATINUM,Chennai,"₹7,78,199","1,27,971 kms ", Petrol , 2nd Owner, 2016,Hyundai
781,Maruti Suzuki Swift ZDI AMT - 2018,PLATINUM,Chennai,"₹7,05,099","1,14,108 kms ", Diesel , 2nd Owner, 2018,Maruti
